# howmany : 5
# loop : 3
# distribution : clustered
# Big : 22
# intersectionratio : 0.3
# MaxBit : 26
# size-ratio	@hybriddan	branchless	danfar	danfarfar	danfarmov	f2p0	f4p0	f8p0	hssimd	hssimddan	natemediumdanalt	scalar1sgalloping	scalarbranchless	scalarbranchlesscached	scalarbranchlesscached2	scalarbranchlessunrolled	scalardanbranchless	scalarnate	scalarnatewg	simdgalloping	simdgalloping2	thomas_gallop	thomas_scalar	thomas_simdgallop_v0	thomas_simdgallop_v1	thomas_simdgallop_v2	thomas_simdgallop_v3	thomas_v1	thomas_v1_plow	thomas_v2	thomas_v3	thomas_v3_aligned	thomas_v3cmpeqflagged	v1	v3	widevector	widevectorleo	relative-intersection-size 
#generating data...ok.
13.045	    1933.9	    955.33	    1971.2	    1881.7	    1971.7	    1935.6	    2277.6	    2552.8	    1484.9	    1460.5	    1832.8	    835.73	    322.79	    627.61	    634.56	    322.67	    955.52	    1135.7	    1141.3	    1838.8	    1848.6	    727.44	    937.61	    706.72	    806.27	    842.94	    840.29	    905.22	    826.88	    921.74	    930.35	    821.68	    1526.3	    1938.6	    1879.9	    942.64	    1175.4			0.36438
#generating data...ok.
17.981	    2804.4	    1249.2	    2513.4	    2462.8	    2506.7	      2826	    2882.4	    2921.3	    1602.4	    1592.4	    2415.9	    1389.2	    339.68	    699.44	    701.79	    340.84	      1248	    1680.9	    1715.2	    2392.8	    2310.7	      1138	    1384.5	    1042.7	      1116	    1103.3	    1107.9	    1403.2	    1276.6	    1263.7	    1280.6	      1341	    1958.1	    2818.3	    2469.8	    938.56	    1208.6			0.31654
#generating data...ok.
24.786	    2680.4	    1177.6	      2919	    2910.4	      2915	    2713.8	    3010.4	    3304.5	    1586.2	    1556.7	    2607.1	    1304.2	    333.45	    678.85	    683.76	     334.2	    1178.5	    1563.3	    1570.5	    2814.3	    2661.9	    1126.6	      1331	    1113.5	    1251.1	    1285.8	    1304.7	    1449.6	    1272.1	      1406	    1438.1	    1309.5	    2374.6	    2713.8	      2903	    918.06	    1196.1			0.32648
#generating data...ok.
34.165	    2761.5	      1280	    3156.7	    3285.5	    3144.4	    2775.1	    3017.1	      3607	      1624	    1593.8	      2743	      1479	    338.27	    697.85	    702.85	    339.18	    1280.1	    1710.7	    1710.5	    3226.9	    3021.3	    1299.4	    1454.8	    1318.4	    1487.5	    1690.7	    1709.7	    1552.2	    1406.7	    1704.3	    1856.6	    1584.7	    2831.9	    2774.4	    3270.6	    856.29	    1173.5			0.33213
#generating data...ok.
47.093	    3360.1	    1403.7	    3697.2	    3687.6	    3698.3	      3401	    3577.1	    3893.8	    1660.2	    1633.9	    3310.9	    1835.5	    342.98	    722.55	    725.94	    344.66	    1399.7	      2072	    2066.3	    3522.6	    3296.4	    1586.2	    1796.3	    1585.8	    1746.1	    1852.9	    1895.4	    2185.1	    1834.5	    2100.2	    2103.7	    1965.8	    3198.7	    3405.1	    3693.2	    863.84	    1199.8			0.34141
#generating data...ok.
64.913	    4147.9	    1473.7	    4146.5	    4177.7	    4157.3	    3331.3	      3600	    4189.8	    1679.2	      1650	    3579.1	    1980.4	     345.1	    730.24	    733.62	    346.25	    1473.9	    2179.7	    2182.4	    3939.8	    3606.1	    1821.5	    1930.6	    1756.3	    1984.1	    2227.9	    2197.9	    2300.4	    1919.6	    2440.7	    2455.8	    2176.6	      3643	    3341.4	    4155.4	    879.34	      1217			0.33945
#generating data...ok.
89.477	    4181.9	    1512.2	      4198	    4230.1	    4186.6	      3792	    3957.6	      4271	    1690.3	    1668.1	    3702.1	    2119.5	    346.99	    740.39	    741.39	     348.4	      1513	    2343.4	    2337.8	    4063.6	    3771.1	    1894.7	    2039.4	    1946.9	    2162.4	      2408	    2536.9	    2788.1	    2208.1	    2718.1	    2776.9	    2514.8	    3930.7	      3792	    4233.4	    867.56	    1213.3			0.33949
#generating data...ok.
123.33	    5932.2	    1611.8	    5311.1	    5867.4	    5304.5	    3924.9	    4052.6	    4758.7	    1718.8	    1687.4	    4379.2	    2942.1	    348.99	    750.35	    753.03	    350.62	    1613.1	    2559.9	    2577.7	    5586.7	    4908.6	    2660.2	    2369.1	    2702.6	    2962.9	    3203.7	    3305.6	      3158	    2558.1	    3315.3	    3618.7	    3337.4	    5156.9	    3951.3	    5872.3	     813.5	    1212.3			0.34108
#generating data...ok.
170.01	    4865.7	    1623.1	    4939.4	    4904.9	    4985.7	    4146.4	    4212.7	      4645	      1715	    1689.1	    4372.8	    2537.6	    349.88	    754.88	    755.35	    351.42	    1624.2	    2611.1	    2628.8	    4555.3	    4179.8	    2479.5	    2413.4	    2323.8	    2497.2	    2766.4	    2797.7	    3501.5	    2679.8	    3348.2	    3159.7	    3004.2	    4453.4	    4154.6	    4851.9	    815.31	      1218			0.34176
#generating data...ok.
234.34	    7252.9	    1696.2	      6182	    7272.1	    6109.1	    4183.3	    4273.5	    5194.9	      1717	    1698.3	    4960.7	      3889	    350.78	    759.51	    761.73	    352.48	    1696.1	    2799.4	    2806.4	    6720.6	    5493.4	    3618.8	    2648.9	    3639.6	      3922	    4232.3	      4310	    3685.3	    2921.5	    4026.5	    4589.9	    4358.4	      6061	    4182.4	    7270.4	    733.93	    1156.5			0.34382
#generating data...ok.
323.01	    8383.6	    1739.9	    6809.5	    8384.7	    6807.3	    4323.3	    4378.2	    5334.6	    1744.5	    1716.3	    5240.3	    4568.4	    351.71	    764.99	    766.08	    353.56	    1740.7	    2887.2	    2933.7	    7470.5	    6117.6	    4263.4	    2810.3	    4292.2	    4486.2	    4741.8	    4796.5	    3984.3	    3118.4	    4364.6	    5251.2	    5026.9	    6686.1	    4323.3	      8416	    745.73	    1158.4			0.33731
#generating data...ok.
445.24	    8177.8	    1744.6	    6872.8	    8184.2	    6876.5	    4363.4	    4437.4	    5422.3	    1742.4	    1712.5	    5408.4	    4416.6	    351.58	    765.97	    767.14	    353.64	    1745.8	    2942.6	    2928.1	    7457.2	    6234.6	      4364	    2828.7	    4128.3	    4358.6	    4653.2	    4595.2	    4130.7	    3202.7	    4471.4	    5013.2	    4911.3	    6701.8	      4367	    8192.7	    724.91	    1089.5			0.34735
#generating data...ok.
613.72	     10459	    1772.5	    7683.6	     10440	    7668.6	      4404	    4461.1	    5686.1	    1750.1	    1718.4	    5611.6	    6572.8	    352.17	    767.71	    767.88	    354.02	    1769.3	    2992.9	    2958.1	    9841.2	    8165.5	    6200.8	    2957.2	      6113	    6481.5	    6955.1	      7039	    4222.3	      3290	      4948	    7177.7	    7032.7	    8368.3	    4408.4	     10441	    715.05	    900.33			0.41703
#generating data...ok.
845.95	     12143	    1791.5	    8207.8	     11979	    8172.7	    4415.2	    4484.6	    5778.1	    1757.3	    1728.8	      5777	    8508.3	    352.39	    767.55	    770.32	    354.37	    1792.1	    3088.6	      3034	     11764	     10179	    8015.6	    3028.1	    8045.3	    8443.3	    8995.5	    9246.4	    4292.4	    3388.4	    5241.5	    9363.3	    9060.2	    9858.6	    4434.1	     12169	    681.35	    825.82			0.34106
#generating data...ok.
1166.1	     14373	    1809.9	    8711.6	     14402	    8710.4	      4444	    4499.6	    5957.2	    1762.5	    1717.1	    5907.5	     14043	    352.47	    770.28	    770.87	    354.41	    1810.1	    3126.8	    3088.9	     18757	     18824	     13248	    3082.3	     13143	     13818	     14851	     15166	    4322.6	      3451	    5670.2	     13851	     13392	     14278	    4457.9	     14452	    698.79	    865.26			0.4248
#generating data...ok.
1607.3	     14297	      1801	    8791.5	     14412	    8787.8	    4475.4	    4530.8	      5971	    1758.1	    1723.7	    5976.1	     13323	    352.59	    770.77	    771.83	    354.58	    1810.6	    3117.8	    3151.1	     16728	     16253	     12779	    3130.8	     12656	     13175	     13893	     14111	    4416.4	    3488.9	    5810.1	     13608	     13329	     13617	    4473.8	     14385	    683.16	    812.94			0.341
#generating data...ok.
2215.5	     15746	    1825.4	    9205.4	     16006	    9139.9	      4485	      4540	    5924.1	    1776.6	    1731.3	    6044.1	     17845	    352.85	    771.77	    771.86	    354.88	    1825.3	    3164.8	    3105.7	     26680	     26246	     18844	    3152.9	     17182	     19842	     20965	     21621	    4445.1	    3527.3	    6143.2	     15362	     17047	     18117	    4485.3	     16006	    700.54	    833.25			0.4897
#generating data...ok.
3053.9	     16759	    1823.4	    9327.7	     16935	    9309.7	    4510.4	    4555.8	    6068.8	    1780.8	    1737.6	    6082.9	     22591	    353.42	    773.04	    773.84	     355.6	    1828.1	    3195.9	    3205.7	     31332	     29331	     21695	    3184.8	     21929	     22746	     23949	     25523	    4482.4	    3547.1	      6204	     19563	     19117	     19472	    4508.4	     16899	    681.95	    797.12			0.35324
#generating data...ok.
4209.5	     17705	    1825.3	    9443.7	     17866	    9586.2	      4509	      4558	    6103.1	    1778.9	      1738	      6134	     33478	    352.61	    771.46	    772.93	    355.04	    1832.5	    3184.1	    3187.5	     51519	     47691	     34449	    3173.2	     32242	     38124	     38806	     40118	    4483.6	    3566.2	    6286.1	     23551	     23411	     23827	    4502.5	     17795	    680.37	     785.9			0.34538
#generating data...ok.
5802.4	     18248	    1820.6	    9474.3	     18446	    9485.7	    4517.2	    4570.3	    6083.3	    1777.2	    1735.5	    6108.1	     42612	    352.87	    772.18	    773.13	    354.86	      1834	    3203.9	    3222.1	     73698	     71929	     49324	    3200.8	     41736	     58820	     54872	     59041	    4502.3	    3587.4	    6315.9	     25327	     25185	     24985	    4496.8	     18349	    680.42	    787.99			0.34716
#generating data...ok.
7998.1	     18830	    1821.5	    9653.4	     18960	      9695	      4517	    4572.9	    6126.1	    1780.5	    1744.1	      6198	     49081	    353.47	    773.34	    774.26	    355.73	    1837.6	    3206.3	    3231.8	     85657	     83165	     60571	    3219.4	     50338	     74405	     63895	     70327	    4514.4	      3561	    6290.4	     27455	     27527	     26675	    4519.6	     18875	     684.1	     803.7			0.40267
# bogus = 2851167232
